,BBC Compound,BBC Negative,BBC Neutral,BBC Positive,BBC Tweet date,BBC Tweets,CBS Compound,CBS Negative,CBS Neutral,CBS Positive,CBS Tweet date,CBS Tweets,CNN Compound,CNN Negative,CNN Neutral,CNN Positive,CNN Tweet date,CNN Tweets,Fox Compound,Fox Negative,Fox Neutral,Fox Positive,Fox Tweet date,Fox Tweets,NYT Compound,NYT Negative,NYT Neutral,NYT Positive,NYT Tweet date,NYT Tweets
23,-0.5423,0.28,0.72,0.0,Wed Mar 28 17:04:52 +0000 2018,Houston officer kills unarmed man walking with trousers down https://t.co/PSY710USjk,0.5423,0.0,0.851,0.149,Thu Mar 29 00:00:01 +0000 2018,White House has renewed optimism with North Korea after Kim Jong Un met with Chinese President Xi Jinping in Beijin… https://t.co/2GpNTtfapt,0.2732,0.0,0.84,0.16,Thu Mar 29 02:22:29 +0000 2018,Surprise meetings and potential pitfalls: Trump preps for North Korea https://t.co/bKWwIBH9nO https://t.co/gx1KlxAxJi,0.0,0.0,1.0,0.0,Thu Mar 29 04:01:48 +0000 2018,.@SteveHiltonx: “These tech companies have just [gotten] too big and too powerful…We actually need to really toughe… https://t.co/PFgN9Jx1tZ,-0.296,0.155,0.845,0.0,Thu Mar 29 00:17:02 +0000 2018,All the major firings and resignations in the Trump administration — so far https://t.co/SBd0eoufFP
24,0.3612,0.0,0.783,0.217,Wed Mar 28 16:27:48 +0000 2018,Trump keen to meet Kim after 'successful' China talks https://t.co/ADYeZ5Y3fI,0.6124,0.0,0.714,0.286,Wed Mar 28 23:45:30 +0000 2018,"""It's a dream come true."" Fabiano Caruana became the first American to reach a World Chess Championship since Bobby… https://t.co/IToRNpacMl",-0.5667,0.182,0.818,0.0,Thu Mar 29 02:22:01 +0000 2018,"RT @AC360: ""The family of Stephon Clark doesn't trust anything from the Sacramento police department since they were not told the truth at…",0.0772,0.0,0.925,0.075,Thu Mar 29 04:01:00 +0000 2018,".@TomiLahren: ""You’d be surprised...just how many conservatives and Americans live in California that want the laws… https://t.co/dCqDnKHrJj",0.3182,0.0,0.887,0.113,Thu Mar 29 00:02:07 +0000 2018,"Under Ben Carson, HUD is attempting to scale back federal efforts to enforce fair housing laws, sidelining official… https://t.co/DJQGb8AfBo"
25,-0.4404,0.225,0.775,0.0,Wed Mar 28 16:02:21 +0000 2018,"For Parkland students, high profiles bring wave of personal attacks https://t.co/kxGh2ifScx",-0.5423,0.179,0.821,0.0,Wed Mar 28 23:33:56 +0000 2018,@CBSNews “The abrupt dismissal of Secretary Shulkin is a troubling step in the Trump Administration’s ultimate goal… https://t.co/rpIbkkEHFd,-0.5574,0.159,0.841,0.0,Thu Mar 29 02:16:06 +0000 2018,A New York City lawmaker has introduced a bill that would make it illegal for businesses to email or instant messag… https://t.co/n6SKMpXOe6,-0.7351,0.36,0.64,0.0,Thu Mar 29 03:48:10 +0000 2018,Oklahoma man captures 6-foot rattlesnake before suffering heart attack 20 minutes later https://t.co/Sd20aL177B,-0.6808,0.237,0.763,0.0,Wed Mar 28 23:47:02 +0000 2018,The “catastrophic” failure of a storage tank this month at an Ohio fertility clinic caused the apparent loss of mor… https://t.co/52b9GDuT1Z
26,0.0,0.0,1.0,0.0,Wed Mar 28 15:57:53 +0000 2018,Poland signs $4.75bn deal to buy US Patriot missiles https://t.co/908MV984r3,-0.4215,0.211,0.691,0.098,Wed Mar 28 23:20:30 +0000 2018,Atlanta was warned months before a recent cyberattack that its IT systems could easily come under attack if they we… https://t.co/xR17NCf0Xc,0.7378,0.0,0.753,0.247,Thu Mar 29 02:11:03 +0000 2018,"Gov. Gary Herbert signed a bill earlier this month that makes it OK for parents to let their children ""free range""… https://t.co/fME2edSgCm",0.4019,0.0,0.803,0.197,Thu Mar 29 03:36:02 +0000 2018,.@DonaldJTrumpJr tweets his support for 'Roseanne' while skewering late night hosts https://t.co/vxAm33yedR,0.6908,0.0,0.737,0.263,Wed Mar 28 23:32:04 +0000 2018,"Thousands gathered in Paris to honor Mireille Knoll, an 85-year-old grandmother and Holocaust survivor who was murd… https://t.co/l1fwvli1BF"
27,0.0,0.0,1.0,0.0,Wed Mar 28 15:37:10 +0000 2018,Madrid police dogs get 'Mozart effect' music therapy https://t.co/gZCt2nHSHR,-0.7717,0.32,0.606,0.074,Wed Mar 28 23:04:04 +0000 2018,"Federal agents are hunting a prisoner described as a ""violent deportee"" who made a dramatic escape at JFK airport.… https://t.co/ioZpxtptjR",-0.6705,0.158,0.842,0.0,Thu Mar 29 02:09:41 +0000 2018,"RT @AC360: ""When you consider that 73 civilians have been killed by police bullets since 2015 and 70 of those were African American men, th…",0.0,0.0,1.0,0.0,Thu Mar 29 03:21:49 +0000 2018,.@LindseyGrahamSC: “The North Korean nuclear program destabilizes the entire world.” @foxnewsnight https://t.co/FH2bABC7K3,0.0,0.0,1.0,0.0,Wed Mar 28 23:17:01 +0000 2018,"RT @nytgraphics: David Shulkin lasted 408 days in the Trump administration, longer than many. https://t.co/yOiUwbJLp9 https://t.co/xL83LH8d…"
28,0.2235,0.0,0.91,0.09,Wed Mar 28 15:31:26 +0000 2018,"RT @BBCNews: ""I have cerebral palsy. But that won't stop me from becoming a barrister."" 

This is Daniel's story

https://t.co/fTssqqhK7D h…",0.6124,0.0,0.783,0.217,Wed Mar 28 23:01:53 +0000 2018,"Facebook controlled its privacy settings, making it easier for users to control what they share and to delete perso… https://t.co/JMSjHC1Iqy",0.0,0.0,1.0,0.0,Thu Mar 29 02:08:27 +0000 2018,Joe Biden video chats with a cancer-stricken Idaho teen https://t.co/7owGyBpMXO https://t.co/QzweC0m851,0.122,0.144,0.689,0.167,Thu Mar 29 03:03:54 +0000 2018,"On Wednesday, President @realdonaldtrump announced in a tweet that, despite former Supreme Court Justice John Paul… https://t.co/D2IHMPer1m",-0.3182,0.108,0.892,0.0,Wed Mar 28 23:02:06 +0000 2018,"The ghost with the most is back. A musical adaptation of ""Beetlejuice"" will be staged in Washington this fall, and… https://t.co/v1Ra0OOWem"
29,-0.7096,0.457,0.543,0.0,Wed Mar 28 14:46:13 +0000 2018,Alexandre Bissonnette pleads guilty to Quebec mosque attack https://t.co/SHS5UcQmz9,0.8176,0.0,0.691,0.309,Wed Mar 28 23:00:02 +0000 2018,"Mike Pence's hometown set to host its first ever gay pride festival, thanks to the efforts of an Indiana high schoo… https://t.co/a2taWz271v",0.34,0.0,0.888,0.112,Thu Mar 29 02:01:07 +0000 2018,"Former sheriff Joe Arpaio suggested that he would, if elected to the Senate, revive the debunked ""birther"" claim th… https://t.co/pAunVld9dA",0.0,0.0,1.0,0.0,Thu Mar 29 02:55:22 +0000 2018,.@RepGoodlatte: 'Material' Redactions Made In Peter Strzok-Lisa Page Texts @IngrahamAngle https://t.co/NhffORqImP,0.0,0.0,1.0,0.0,Wed Mar 28 22:47:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DoqQNdaj9f
30,-0.4767,0.279,0.721,0.0,Wed Mar 28 14:34:06 +0000 2018,Clara Ponsati: Arrested Catalan politician released on bail https://t.co/UI5TiPgPY0,0.0,0.0,1.0,0.0,Wed Mar 28 22:57:30 +0000 2018,"RT @CBSEveningNews: Pilots in two different planes, one a Learjet, the other an American Airlines jet, reported seeing a mysterious object…",-0.8658,0.427,0.573,0.0,Thu Mar 29 01:58:02 +0000 2018,"Is the Parkland shooter's brother, jailed on a $500,000 bond, being punished for his sibling's crime? https://t.co/nQMYNkwBXV",0.0,0.0,1.0,0.0,Thu Mar 29 02:50:31 +0000 2018,.@offspring drummer turned OB/GYN saves prospective juror in own malpractice trial https://t.co/GbSRKSszrt,0.0,0.0,1.0,0.0,Wed Mar 28 22:32:04 +0000 2018,"Archaeologists believe the 13,000-year-old human footprints to be the earliest found so far in North America https://t.co/dF2hoORZH4"
31,-0.5574,0.419,0.581,0.0,Wed Mar 28 14:06:10 +0000 2018,Australia bans cricketers over cheating https://t.co/LdcatmztQg,-0.34,0.103,0.897,0.0,Wed Mar 28 22:57:15 +0000 2018,"""He told a fellow student, don't come to school on May 1st because I'm going to shoot up the school."" A foreign exc… https://t.co/kpWmIWsWd0",0.0,0.0,1.0,0.0,Thu Mar 29 01:56:05 +0000 2018,"Hong Kong's ""Frog King"" showcases experimental art at Cattle Depot, a former slaughterhouse turned artists' village… https://t.co/f5t7BKXkgG",-0.5267,0.328,0.672,0.0,Thu Mar 29 02:45:12 +0000 2018,US judge denies Saudi Arabia's bid to dismiss 9/11 lawsuits https://t.co/spt36JVX8M,0.0,0.0,1.0,0.0,Wed Mar 28 22:17:04 +0000 2018,"Until last week, Donald Glover was working on an FX animated series about the superhero Deadpool. By this week, the… https://t.co/IkkNwo5R1V"
32,0.765,0.0,0.431,0.569,Wed Mar 28 13:42:35 +0000 2018,Did lottery win teen choose wisely? https://t.co/PheTk7Qodo,-0.4767,0.134,0.866,0.0,Wed Mar 28 22:50:49 +0000 2018,San Francisco police say it started as a hatchet attack and turned deadly when a group of people were mowed down by… https://t.co/ILXunut2qf,0.0,0.0,1.0,0.0,Thu Mar 29 01:51:56 +0000 2018,Chinese tech firm Huawei has a new smartphone that use three cameras to snap a single photo https://t.co/4RNhVY64o2 https://t.co/r61gT5ul35,-0.4767,0.181,0.819,0.0,Thu Mar 29 02:43:17 +0000 2018,"School bus driver suspended after leaving first-grader on bus for eight hours, report says https://t.co/oiqJww2qlc",0.0,0.0,1.0,0.0,Wed Mar 28 22:08:01 +0000 2018,RT @HannaIngber: Last week we turned to @nytimes readers to have a conversation about our coverage of the Austin bombings. We heard from re…
33,0.0,0.0,1.0,0.0,Wed Mar 28 13:37:05 +0000 2018,Ireland to get first official nude beach https://t.co/0mBiqRqovl,0.3182,0.0,0.887,0.113,Wed Mar 28 22:46:57 +0000 2018,"The White House remains ""cautiously optimistic"" about @POTUS meeting with Kim Jong Un after the secret Beijing meet… https://t.co/grkJacTUWZ",-0.34,0.107,0.893,0.0,Thu Mar 29 01:51:03 +0000 2018,A warning light is flashing in the bond market: An obscure measure known as the yield curve is flattening. Here's a… https://t.co/r7SCdGmPIj,-0.7845,0.289,0.711,0.0,Thu Mar 29 02:40:19 +0000 2018,".@ByronYork on alleged FISA abuse: ""What gives a lot of Republicans problems is a lot of them thought Republican pr… https://t.co/8k7B5Ibr21",0.4404,0.0,0.854,0.146,Wed Mar 28 22:01:00 +0000 2018,"President Trump called his personal physician, Dr. Ronny L. Jackson, “highly respected” and thanked David Shulkin f… https://t.co/vJPtb8hDUx"
34,-0.296,0.196,0.804,0.0,Wed Mar 28 13:37:05 +0000 2018,Adea Shabani: Body of missing actress 'found' in California https://t.co/iZrQ3OcyTQ,0.7003,0.0,0.707,0.293,Wed Mar 28 22:42:03 +0000 2018,Special counsel Robert Mueller revealed a link between the Trump campaign and Russian intelligence. @PaulaReidCBS r… https://t.co/94mNwXODqP,0.0,0.0,1.0,0.0,Thu Mar 29 01:46:06 +0000 2018,"Australia just released its report on an investigation into mesh implants that left some women with ""rotting pelvis… https://t.co/vXdnqlQwFa",-0.6369,0.174,0.826,0.0,Thu Mar 29 02:36:56 +0000 2018,".@RepGoodlatte on alleged FISA abuse: ""The IG can't look at it from the same perspective that Congress can or from… https://t.co/4uMmyelc6D",0.0,0.0,1.0,0.0,Wed Mar 28 21:48:58 +0000 2018,Breaking News: The Veterans Affairs chief is the latest cabinet official to go. President Trump plans to replace Da… https://t.co/I3kd7Q64VU
35,-0.6808,0.255,0.669,0.076,Wed Mar 28 13:36:10 +0000 2018,"RT @BBCSport: A country at war, no league competition since 2014 and unable to play games at home.

None of that stopped Yemen, who have re…",-0.34,0.112,0.888,0.0,Wed Mar 28 22:38:16 +0000 2018,"@CBSNews ""Shulkin came under fire after an inspector general report in February found he used taxpayer money to pur… https://t.co/8hUf3gqogP",0.0,0.0,1.0,0.0,Thu Mar 29 01:36:49 +0000 2018,"They may have passed a $1.3 trillion deficit-busting spending bill last week, but lawmakers have found at least one… https://t.co/odb9G4aYS4",0.0,0.0,1.0,0.0,Thu Mar 29 02:35:36 +0000 2018,Grandma's ear bitten off by pit bull while protecting kids at New York playground: reports https://t.co/Fm2IRRUjjY,0.4019,0.0,0.876,0.124,Wed Mar 28 21:40:26 +0000 2018,RT @peterbakernyt: Shulkin’s ouster climaxed a sharp fall from favor for the only Obama holdover in the Cabinet and a politically moderate…
36,0.4939,0.0,0.738,0.262,Wed Mar 28 13:03:04 +0000 2018,Former Disney star Caroline Sunshine joins Trump's press office https://t.co/RAh3MKl5qB,0.3182,0.0,0.887,0.113,Wed Mar 28 22:34:51 +0000 2018,"Secretary of VA David Shulkin is being replaced by Admiral Ronny Jackson, White House physician for President Obama… https://t.co/JqLIWuuUkJ",0.296,0.0,0.885,0.115,Thu Mar 29 01:31:07 +0000 2018,"On her 18th birthday, Charlie Lagarde bought a celebratory bottle of sparkling wine and her first-ever lottery tick… https://t.co/lLhvLHz1DW",-0.5859,0.174,0.826,0.0,Thu Mar 29 02:21:04 +0000 2018,.@TempePolice have mounted AR-15 assault rifles on the back of eight motorcycles to equip officers with something m… https://t.co/z62UgoozP6,0.0,0.0,1.0,0.0,Wed Mar 28 21:32:03 +0000 2018,What to expect from the housing market this spring https://t.co/FYAWjjlSiL
37,0.0,0.0,1.0,0.0,Wed Mar 28 12:48:50 +0000 2018,Stormy Daniels seeks Trump testimony on her sex claims https://t.co/7LJOHbCNVt,0.0,0.0,1.0,0.0,Wed Mar 28 22:15:01 +0000 2018,The Department of Justice's internal watchdog announced it will review the DOJ and FBI's compliance with the law an… https://t.co/6IQY8PaRdQ,0.0,0.0,1.0,0.0,Thu Mar 29 01:21:04 +0000 2018,White House physician Ronny Jackson's performance during an extended grilling over President Trump's health and cog… https://t.co/Vt2BaYrSOC,0.0,0.0,1.0,0.0,Thu Mar 29 02:15:28 +0000 2018,"Joe Alioto-Veronese on sanctuary cities: ""What the feds are saying is that we are interfering by telling our citize… https://t.co/BZQj1ynui4",0.0,0.0,1.0,0.0,Wed Mar 28 21:16:06 +0000 2018,RT @migold: Where Can You Find Cosmopolitan At Walmart? Hint: It’s Not at the Checkout Any More! https://t.co/GrTRvvwm6W
38,0.1027,0.079,0.826,0.095,Wed Mar 28 12:36:18 +0000 2018,RT @BBCtrending: What do you do when your 13-year-old is acting a bit snobbish? This mum's answer started a huge debate about entitlement a…,-0.8658,0.447,0.553,0.0,Wed Mar 28 22:00:02 +0000 2018,"One dead, four injured in hit-and-run in San Francisco following a dispute, police say. https://t.co/9rWGVNBwHX https://t.co/2Cnbx7mPNX",-0.6486,0.275,0.725,0.0,Thu Mar 29 01:16:03 +0000 2018,Why the Stevens gun manifesto is beyond irresponsible | By Robert A. Levy via @CNNOpinion https://t.co/FnBVWPEwG1 https://t.co/x3vxslFVQI,0.0,0.0,1.0,0.0,Thu Mar 29 02:08:15 +0000 2018,.@dunkindonuts launches its first-ever running shoe https://t.co/oK0E1oZ4ye,0.0,0.0,1.0,0.0,Wed Mar 28 21:00:09 +0000 2018,"Hungary's far-right prime minister Viktor Orban uses billboards, TV campaigns and even school textbooks to influenc… https://t.co/SBikh8b4xN"
39,0.0,0.0,1.0,0.0,Wed Mar 28 12:10:13 +0000 2018,Paris ceremony for police officer Arnaud Beltrame https://t.co/Cps7oENssK,-0.4019,0.163,0.837,0.0,Wed Mar 28 21:57:02 +0000 2018,"@CBSNews ""A bunch of other cabinet secretaries who have been given warnings. But also, the West Wing shakeups of a… https://t.co/KWCE2GHA27",0.5267,0.182,0.455,0.364,Thu Mar 29 01:10:59 +0000 2018,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/hMPCnn54AW https://t.co/MK4xso1SkF,0.0,0.0,1.0,0.0,Thu Mar 29 02:05:42 +0000 2018,.@seanhannity Reveals New Peter Strzok-Lisa Page Texts #Hannity  https://t.co/mP7oHskKPL,0.0,0.0,1.0,0.0,Wed Mar 28 20:45:04 +0000 2018,"Here’s how @bxchen scrubbed his Twitter and Facebook timelines — and what 
he learned https://t.co/7TCMIzIfeo"
40,0.0,0.0,1.0,0.0,Wed Mar 28 12:02:04 +0000 2018,Stephon Clark's brother storms Sacramento council meeting https://t.co/jgPI0VRlxe,0.1154,0.0,0.932,0.068,Wed Mar 28 21:51:30 +0000 2018,"@CBSNews ""I don't think people are surprised, but people are taken aback yet again that the president has once agai… https://t.co/AHGat6N64O",0.3348,0.0,0.913,0.087,Thu Mar 29 01:08:02 +0000 2018,RT @OutFrontCNN: Rudy! Rudy! Rudy! ...can you hear me now? We have an ear-y feeling Rudy Giuliani got his wires crossed with some of the la…,-0.3818,0.167,0.833,0.0,Thu Mar 29 02:02:55 +0000 2018,"'My Questions Are Totally Sincere': @TuckerCarlson, Former Clinton Spox Battle Over Dem Platform https://t.co/PfR6X7aPZd",0.0,0.0,1.0,0.0,Wed Mar 28 20:30:15 +0000 2018,Our tech columnist @kevinroose offers 3 possible ways to fix social media https://t.co/msbncv0nmO
41,0.0,0.0,1.0,0.0,Wed Mar 28 11:41:54 +0000 2018,Abiy Ahmed named as head of Ethiopia's EPRDF ruling coalition https://t.co/so2ojRtP7H,-0.4767,0.14,0.86,0.0,Wed Mar 28 21:46:00 +0000 2018,"@CBSNews MORE: On March 14, @MajorCBS reported that Shulkin's job was ""in jeopardy due to continued fallout from tr… https://t.co/k82VoTjLOU",-0.1531,0.127,0.873,0.0,Thu Mar 29 01:06:06 +0000 2018,All the President's lawsuits | Analysis by CNN's Z. Byron Wolf https://t.co/FjfLWkUXLJ https://t.co/ETvCrQhzxp,0.4939,0.0,0.775,0.225,Thu Mar 29 01:56:02 +0000 2018,Ex-Disney Channel star Caroline Sunshine joins Trump's White House press team https://t.co/5MY4QUThYj,-0.6705,0.285,0.633,0.081,Wed Mar 28 20:15:05 +0000 2018,A top Morgan Stanley broker was repeatedly accused of violence against ex-wives and girlfriends. Bank managers were… https://t.co/HNAA5K823C
42,0.4265,0.247,0.287,0.466,Wed Mar 28 10:56:42 +0000 2018,Florida shooting survivor: Befriending killer wouldn't stop murder https://t.co/s26YZaWOpZ,0.0,0.0,1.0,0.0,Wed Mar 28 21:43:31 +0000 2018,"JUST IN: Secretary David Shulkin is out at Department of Veterans Affairs, according to tweet from Pres. Trump; Shu… https://t.co/WDHc9db1K4",0.3612,0.0,0.848,0.152,Thu Mar 29 01:02:07 +0000 2018,A brief history of how Parkland survivor David Hogg keeps schooling lawmakers on social media… https://t.co/gNYlPEKegD,0.0,0.0,1.0,0.0,Thu Mar 29 01:42:51 +0000 2018,.@DevinNunes: “The Left has continued to say that ‘This is Watergate’ and ‘#Trump’s going to be impeached.’ They’ve… https://t.co/FZMoKq72Qo,-0.296,0.115,0.885,0.0,Wed Mar 28 20:00:06 +0000 2018,"Shifting schedules have long been a complaint in the retail industry, and a Gap study suggests that they're a lose-… https://t.co/XtKUHxaLyP"
43,0.0,0.0,1.0,0.0,Wed Mar 28 10:41:39 +0000 2018,Ecuador searches for reporters kidnapped in border area https://t.co/cxSPwvkMuu,-0.6808,0.265,0.644,0.091,Wed Mar 28 21:17:24 +0000 2018,"Sacramento mayor: ""Implied racism is an undeniable factor in the way these sorts of tragedies play out...all of us… https://t.co/rrdqbxNxOk",-0.2263,0.101,0.899,0.0,Thu Mar 29 00:45:17 +0000 2018,"A judge handed a small victory to Tesla shareholders, allowing them to move forward with a lawsuit against CEO Elon… https://t.co/mlOgFkO6Ra",0.4019,0.0,0.838,0.162,Thu Mar 29 01:36:25 +0000 2018,"On Wednesday, @LindseyGrahamSC tweeted his support for President @realDonaldTrump's decision to replace Secretary o… https://t.co/3SCiGt1apm",-0.438,0.153,0.847,0.0,Wed Mar 28 19:45:10 +0000 2018,"Your rubber duck spends a lot of time in the bath, but that doesn't mean it's clean https://t.co/5QtZDt3qhw"
44,0.0,0.0,1.0,0.0,Wed Mar 28 10:30:54 +0000 2018,"""He gave his life for strangers.""

President Macron leads national memorial service in Paris for French police offi… https://t.co/ms8yHkg2Cb",-0.802,0.286,0.714,0.0,Wed Mar 28 21:00:45 +0000 2018,Wednesday marks the 39th anniversary of the nuclear power accident at Three Mile Island -- the worst nuclear accide… https://t.co/aMZRsm2IC7,-0.2462,0.205,0.673,0.122,Thu Mar 29 00:38:29 +0000 2018,"The ""Roseanne"" reboot is damn good. The star deserves none of the credit. | By Clay Cane via @CNNOpinion… https://t.co/ahjsn8swjE",-0.4588,0.25,0.75,0.0,Thu Mar 29 01:32:41 +0000 2018,‘Aggressive’ passenger may have to pay plane’s fuel bill after causing emergency landing https://t.co/iUd655KpRC,0.4588,0.0,0.812,0.188,Wed Mar 28 19:37:05 +0000 2018,"RT @nytopinion: We at @NYTOpinion welcome feedback, including in form of dog GIFs. https://t.co/sY338V4RD7"
45,0.0,0.0,1.0,0.0,Wed Mar 28 10:02:46 +0000 2018,RT @richard_conway: Cricket Australia on future leadership roles: https://t.co/nZV2Ynjpud,0.0516,0.104,0.781,0.115,Wed Mar 28 20:45:01 +0000 2018,"""Inaction is unacceptable."" All 22 female senators urge Senate leadership to begin debating legislation helping peo… https://t.co/QhBk0Bm108",0.4404,0.0,0.854,0.146,Thu Mar 29 00:36:33 +0000 2018,"RT @OutFrontCNN: ""We're all sinners, nobody understands that better than Evangelicals…we believe we all need forgiveness."" - Evangelical Je…",-0.4215,0.128,0.872,0.0,Thu Mar 29 01:24:18 +0000 2018,"Florida woman fails to put car into park, car rolls into pool with husband and child inside, cops say https://t.co/CjqcQHkfG4",0.0,0.0,1.0,0.0,Wed Mar 28 19:30:10 +0000 2018,"Steven Spielberg ""is the only person who could have made this movie and the last person who should have been allowe… https://t.co/xGUhUZJPgl"
46,-0.4767,0.14,0.86,0.0,Wed Mar 28 10:02:21 +0000 2018,"RT @richard_conway: Steve Smith and David Warner suspended for 12 months. Bancroft given 9 month suspension.
Cricket Australia reveal key f…",0.6249,0.0,0.758,0.242,Wed Mar 28 20:30:01 +0000 2018,"Since 2006, Facebook has repeatedly promised to safeguard users' data through redesigns and by putting privacy cont… https://t.co/5UIOrXkIVU",-0.7096,0.371,0.629,0.0,Thu Mar 29 00:36:22 +0000 2018,A dramatic night-vision video captures a US raid to kill ISIS fighters https://t.co/aZcs03C79X https://t.co/Z4AoSdOvVY,0.296,0.0,0.885,0.115,Thu Mar 29 01:11:09 +0000 2018,.@CRTV host and Army veteran @GrahamAllen_1 said Wednesday that the rights and freedoms American citizens have are… https://t.co/62KkdMYYkA,0.0,0.0,1.0,0.0,Wed Mar 28 19:15:03 +0000 2018,"In @NYTOpinion 

Op-Ed Contributor Jacob Tobia writes, ""For over a decade, the unspoken rule of gay cinema and tele… https://t.co/CTOVOn7TcJ"
47,-0.9081,0.588,0.412,0.0,Wed Mar 28 09:27:31 +0000 2018,Vicky Momberg: South African estate agent jailed for racist abuse https://t.co/SHjRO0LzZV,-0.2263,0.091,0.909,0.0,Wed Mar 28 20:15:01 +0000 2018,A federal judge is allowing the state of Maryland and the District of Columbia to partially proceed in a lawsuit ac… https://t.co/Kx5zlbq1SZ,0.4588,0.0,0.88,0.12,Thu Mar 29 00:35:31 +0000 2018,"RT @OutFrontCNN: ""She signed the contract, she received the benefit of the contract. It was signed by the other party."" Michael Cohen's att…",0.0,0.0,1.0,0.0,Thu Mar 29 01:10:32 +0000 2018,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls https://t.co/B8dGrk2ZYu",0.5563,0.0,0.796,0.204,Wed Mar 28 19:00:05 +0000 2018,"The reboot of ""Roseanne"" got off to an enormously strong start on Tuesday night https://t.co/SiWzv2EpPP"
48,-0.6705,0.355,0.645,0.0,Wed Mar 28 09:23:48 +0000 2018,Syria war: Troops mass around last rebel town in Eastern Ghouta https://t.co/JsQwkaX89Z,0.2732,0.0,0.909,0.091,Wed Mar 28 19:55:36 +0000 2018,Kim Jong Un's surprise visit to China was the first time the North Korean leader had left the country since assumin… https://t.co/KNQtFfSutH,0.3818,0.0,0.874,0.126,Thu Mar 29 00:24:50 +0000 2018,Donations pour in for a high school rifle team after the school board votes against accepting an NRA grant… https://t.co/MSnEeZdHgs,-0.3612,0.131,0.759,0.11,Thu Mar 29 00:58:43 +0000 2018,".@jmpalmieri on Dem views: ""Congress is broken, it does not react to what the people want. The people want immigrat… https://t.co/dVWmVHfYrY",0.4404,0.0,0.854,0.146,Wed Mar 28 18:45:09 +0000 2018,"Heineken pulled a series of commercials for light beer that featured the tagline “sometimes, lighter is better"" aft… https://t.co/v5OcxoCrpi"
49,-0.6124,0.455,0.545,0.0,Wed Mar 28 09:23:48 +0000 2018,Russia Kemerovo fire: First funerals take place https://t.co/mToI9WSIBa,0.0,0.0,1.0,0.0,Wed Mar 28 19:50:39 +0000 2018,"A group of 40 Wisconsin students trekked 50 miles from Madison to House Speaker Paul Ryan's hometown of Janesville,… https://t.co/CSKOzJhf70",-0.0516,0.066,0.934,0.0,Thu Mar 29 00:11:03 +0000 2018,President Trump's campaign touted the administration's move to add a question about citizenship status to the US Ce… https://t.co/W0f7SGr3md,-0.6124,0.275,0.615,0.111,Thu Mar 29 00:54:24 +0000 2018,Mother of Hostage Killed By ISIS: 'There Was No One Whose Job It Was to Help Us' https://t.co/m6sQVkLIsD,0.6531,0.0,0.737,0.263,Wed Mar 28 18:30:12 +0000 2018,"The Supreme Court has never struck down a voting district as an unconstitutional partisan gerrymander, and allowing… https://t.co/gcleYowCnq"
50,0.2846,0.153,0.688,0.159,Wed Mar 28 09:18:48 +0000 2018,"Utah trooper hit by skidding car 😮 

Warning: you may find this video distressing — but thankfully the officer was… https://t.co/EsaqwkrZxD",-0.2732,0.095,0.905,0.0,Wed Mar 28 19:35:01 +0000 2018,"""I don't think people realize what's about to happen once she leaves."" White House staffers are nervous over the de… https://t.co/AWTt6aCBow",-0.5994,0.279,0.611,0.109,Thu Mar 29 00:06:05 +0000 2018,Thousands of people marched through Paris to protest the killing of a Holocaust survivor in her home… https://t.co/zqfYkmsLVD,-0.0572,0.075,0.925,0.0,Thu Mar 29 00:48:29 +0000 2018,.@TuckerCarlson Debates CA Immigration Law: 'Is There Anything You Won't Make an Excuse For?' #Tucker https://t.co/KVqJZjZJiC,-0.7096,0.297,0.643,0.06,Wed Mar 28 18:15:08 +0000 2018,A waiter in Canada has filed a complaint after he was fired for being aggressive and combative. His defense? He’s F… https://t.co/FxkAYLi1ub
51,0.0,0.0,1.0,0.0,Wed Mar 28 08:47:44 +0000 2018,Kim Jong-un has visited China for his first known foreign trip since taking office in 2011 🇰🇵🇨🇳 https://t.co/T821HpArit,0.0,0.0,1.0,0.0,Wed Mar 28 19:20:25 +0000 2018,"The reboot of ""Roseanne"" nabbed stellar ratings on Tuesday night, with 18.2 million viewers tuning in. The show, wh… https://t.co/wiT5t9MlP0",0.0258,0.0,0.948,0.052,Thu Mar 29 00:01:07 +0000 2018,"The White House calls police shootings of black men a ""local matter"" that ""should be left up to the local authoriti… https://t.co/nektBUdjeE",0.0,0.0,1.0,0.0,Thu Mar 29 00:45:17 +0000 2018,".@lizpeek: Census 2020 – Liberals, get over it, we must ask about citizenship! https://t.co/SLwgSHWJHB",-0.8074,0.417,0.583,0.0,Wed Mar 28 18:00:13 +0000 2018,A federal judge refused to dismiss a lawsuit accusing President Trump of violating the Constitution by not divorcin… https://t.co/Ya0ww0X8GQ
