,BBC Compound,BBC Negative,BBC Neutral,BBC Positive,BBC Tweet date,BBC Tweets,CBS Compound,CBS Negative,CBS Neutral,CBS Positive,CBS Tweet date,CBS Tweets,CNN Compound,CNN Negative,CNN Neutral,CNN Positive,CNN Tweet date,CNN Tweets,Fox Compound,Fox Negative,Fox Neutral,Fox Positive,Fox Tweet date,Fox Tweets,NYT Compound,NYT Negative,NYT Neutral,NYT Positive,NYT Tweet date,NYT Tweets
52,-0.6808,0.444,0.556,0.0,Wed Mar 28 08:39:24 +0000 2018,Spy poisoning: Russian media accuse West of 'crusade' https://t.co/p7czMSUiMi,-0.4019,0.13,0.87,0.0,Wed Mar 28 19:00:51 +0000 2018,"""Spielburgers"" are the new Steven Spielberg-inspired burgers by fast food chain Carl's Jr. One problem with the pla… https://t.co/y8EfrkWn9z",0.0,0.0,1.0,0.0,Wed Mar 28 23:56:06 +0000 2018,"George Conway, husband of White House counselor Kellyanne Conway, appears to be trolling President Trump… https://t.co/NUmgl5Ms4T",0.4404,0.0,0.838,0.162,Thu Mar 29 00:40:41 +0000 2018,".@dbongino on the Second Amendment: ""Liberalism is easy to understand, it's everywhere...To actually understand con… https://t.co/2kGec95E96",0.296,0.0,0.885,0.115,Wed Mar 28 17:47:40 +0000 2018,"President Trump’s lawyer discussed pardons for 2 ex-top aides last year, suggesting concern about what they might t… https://t.co/zGAAMa90pK"
53,-0.6901,0.192,0.808,0.0,Wed Mar 28 07:44:36 +0000 2018,"RT @BBCSteveR: ""In many ways, what we have now is more dangerous than the Cold War."" My take on escalating tension between Russia and the W…",0.3818,0.0,0.885,0.115,Wed Mar 28 18:40:48 +0000 2018,"@CBSNews ""I think we should do everything we can to protect the people of this country. I think the president, whet… https://t.co/3NWHYR63f4",-0.5267,0.206,0.794,0.0,Wed Mar 28 23:51:03 +0000 2018,Authorities and the Sacramento Kings are preparing for protests that are expected Thursday after the funeral for St… https://t.co/wYLH5W0049,0.0,0.0,1.0,0.0,Thu Mar 29 00:38:00 +0000 2018,Kansas City Royals' Salvador Perez sprains knee ligament carrying luggage https://t.co/75uYNzgZRh,0.296,0.0,0.891,0.109,Wed Mar 28 17:45:09 +0000 2018,"Trump’s lawyer discussed pardons for 2 ex-top aides last year, suggesting concern about what they might tell the sp… https://t.co/loVNcik2rm"
54,0.5859,0.0,0.612,0.388,Wed Mar 28 07:01:38 +0000 2018,Win Myint elected new Myanmar president https://t.co/KEV0A6uAmD,0.6124,0.0,0.76,0.24,Wed Mar 28 18:35:40 +0000 2018,"@CBSNews ""Certainly we want to make sure that all law enforcement is carrying out the letter of the law. The presid… https://t.co/qM7j2NeL52",0.128,0.0,0.927,0.073,Wed Mar 28 23:46:07 +0000 2018,"US President Trump granted tariff exemptions to six countries and the European Union, but ""it's not an exemption li… https://t.co/nE0wY3IAVf",0.0,0.0,1.0,0.0,Thu Mar 29 00:25:05 +0000 2018,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls  https://t.co/CGvSxjwWJe",-0.7003,0.227,0.731,0.042,Wed Mar 28 17:30:05 +0000 2018,"Hundreds of people filled the lobby at Sacramento City Hall on Tuesday to protest the death of Stephon Clark, who w… https://t.co/aqr3CzDXpR"
55,0.0,0.0,1.0,0.0,Wed Mar 28 06:28:00 +0000 2018,Walmart shelves 'hyper-sexualised' Cosmo https://t.co/xBTmkeReDT,-0.1531,0.131,0.72,0.148,Wed Mar 28 18:31:56 +0000 2018,"""Certainly a terrible incident. It is something that is a local matter, something we feel should be left up to loca… https://t.co/UeqvSaoBBr",0.5267,0.0,0.825,0.175,Wed Mar 28 23:41:03 +0000 2018,"Emails reveal the Department of Justice would have ""very little involvement"" if President Trump tweeted a pardon… https://t.co/UYNvBIqLcE",-0.8271,0.372,0.628,0.0,Thu Mar 29 00:19:15 +0000 2018,Outrage grows over police killing of Stephon Clark in Sacramento: '20 shots over a cellphone' https://t.co/hEE53tqepb,0.0,0.0,1.0,0.0,Wed Mar 28 17:20:12 +0000 2018,"RT @PatriciaMazzei: In Orlando today for closing statements in the trial against Noor Salman, the widow of Pulse nightclub shooter Omar Mat…"
56,-0.7184,0.222,0.778,0.0,Wed Mar 28 06:26:05 +0000 2018,"RT @BBCSteveR: On this day of national mourning in Russia, one paper here declares: ""Today Russia is crying for the children of Kemerovo.""…",0.0258,0.0,0.945,0.055,Wed Mar 28 18:26:36 +0000 2018,"@CBSNews ""As I said, a statement from the president's attorney at the White House on these matters has said there i… https://t.co/wBHRkOS4oW",0.4497,0.0,0.871,0.129,Wed Mar 28 23:36:05 +0000 2018,"A new bill in Kansas would not only authorize the arming of school staff, but would hold schools responsible if a s… https://t.co/0raMQKJkXD",-0.7645,0.279,0.721,0.0,Thu Mar 29 00:12:59 +0000 2018,"Jonathan Turley on alleged FISA abuse: ""People have a really low expectation of their government now and that's a r… https://t.co/IK1yLPukE3",0.0,0.0,1.0,0.0,Wed Mar 28 17:10:05 +0000 2018,"In Room 306 at the Lorraine Motel, you can see the door onto the balcony. Looking through it you can see the spot w… https://t.co/6ZGo2cTzNB"
57,0.0,0.0,1.0,0.0,Wed Mar 28 04:44:44 +0000 2018,Utah trooper hit by skidding car https://t.co/sgr0ZHWwX3,-0.296,0.104,0.896,0.0,Wed Mar 28 18:23:00 +0000 2018,@CBSNews Q: Is the White House worried about what Michael Fynn or Paul Manafort might to tell Robert Mueller?… https://t.co/Iu55LTOHfn,-0.5423,0.2,0.8,0.0,Wed Mar 28 23:31:01 +0000 2018,Some Twitter users are outraged that Netflix appointed Susan Rice to its board https://t.co/ZVA60bqn62 https://t.co/9TjTGHh20c,-0.8074,0.3,0.7,0.0,Thu Mar 29 00:09:20 +0000 2018,"Jonathan Turley on alleged FISA abuse: ""It's a dangerous combination to have a secret court that is based on a stan… https://t.co/woHLq1mtrn",0.2023,0.0,0.913,0.087,Wed Mar 28 16:55:03 +0000 2018,"Rick Gates, a top Trump campaign aide, had frequent phone calls in September and October 2016 with a person the FBI… https://t.co/ScUBbx09Xa"
58,0.0,0.0,1.0,0.0,Wed Mar 28 04:26:50 +0000 2018,Kim in Beijing: Why Xi's still the one he needs to see https://t.co/PefHB8UprZ,0.1027,0.085,0.814,0.101,Wed Mar 28 18:20:53 +0000 2018,"""I would refer you back to the statement from Ty Cobb, in which he said, '... that no partners are under discussion… https://t.co/yn8dY7J8T3",-0.4767,0.162,0.838,0.0,Wed Mar 28 23:26:03 +0000 2018,Ecuador says it has again suspended Julian Assange's outside communications access at its embassy in London… https://t.co/ANmsVaviGV,-0.9186,0.462,0.538,0.0,Thu Mar 29 00:06:22 +0000 2018,"BREAKING: Six children feared dead after SUV plunged off cliff in California; 2 women killed, investigators say https://t.co/eFCbVVTPr0",0.296,0.0,0.885,0.115,Wed Mar 28 16:40:03 +0000 2018,"Anti-Trump groups are working to unseat breakaway Democrats in Albany who have aligned with Republicans, helping th… https://t.co/ZSn9dqIAEx"
59,0.128,0.211,0.544,0.245,Wed Mar 28 04:26:50 +0000 2018,Trèbes attack: Paris ceremony for hero policeman Arnaud Beltrame https://t.co/6naeoAd4HT,0.0,0.0,1.0,0.0,Wed Mar 28 18:14:30 +0000 2018,White House holds press briefing as news of North Korean leader Kim Jong Un's trip to China spreads.… https://t.co/r6RLDvhcKB,-0.5994,0.206,0.794,0.0,Wed Mar 28 23:21:05 +0000 2018,"Sudden infant death syndrome may have a genetic basis in some cases, a new study suggests https://t.co/04uPE4IHBs https://t.co/d15ipkOky1",0.296,0.0,0.804,0.196,Wed Mar 28 23:57:54 +0000 2018,#Trump shares photos of border wall construction on Twitter https://t.co/mfphYgzp2Z,-0.4588,0.151,0.772,0.077,Wed Mar 28 16:25:07 +0000 2018,Kim Jong-un's surprise visit to Beijing was a reminder of how much he has set the agenda in the crisis over North K… https://t.co/mwcCpJKaen
60,0.0,0.0,1.0,0.0,Wed Mar 28 04:18:40 +0000 2018,"Australia's indigenous languages have one source, study says https://t.co/7QoMFrTeBU",-0.2732,0.178,0.688,0.134,Wed Mar 28 18:00:03 +0000 2018,Pope Francis invited a boy with Down syndrome who survived cancer onto his popemobile during a visit to the Vatican… https://t.co/A5yIQtBhQ7,0.5267,0.182,0.455,0.364,Wed Mar 28 23:14:38 +0000 2018,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/lZqCCbVV6b https://t.co/Ncy22YwUuu,0.0,0.0,1.0,0.0,Wed Mar 28 23:42:34 +0000 2018,"China reminded Kim Jong Un who's boss during mysterious Beijing meeting, experts say https://t.co/JCbEJzedWH",0.8225,0.0,0.752,0.248,Wed Mar 28 16:15:04 +0000 2018,"RT @nytgraphics: What Democrats need to do to take control of Congress: 

1. Win 28 Senate races (Republicans only need to win 9 to keep th…"
61,0.0,0.177,0.645,0.177,Wed Mar 28 04:18:40 +0000 2018,Tesla and Nvidia shares fall amid driverless car doubts https://t.co/ZvAPiF6wgd,0.0,0.0,1.0,0.0,Wed Mar 28 17:51:24 +0000 2018,"HAPPENING NOW: Students arrive in House Speaker Paul Ryan’s hometown Janesville, Wisconsin, after marching 50 miles… https://t.co/zgdPDZNHd7",0.5994,0.0,0.766,0.234,Wed Mar 28 22:58:00 +0000 2018,The Justice Department's internal watchdog announced it has launched a probe into the department and the FBI's hand… https://t.co/ccQQChOlBu,-0.2023,0.13,0.87,0.0,Wed Mar 28 23:29:54 +0000 2018,.@gen_jackkeane: “@POTUS’ administration has confronted Russia more than his predecessors have.” #TheStory https://t.co/ZR9hTcXef3,0.8126,0.0,0.543,0.457,Wed Mar 28 16:05:07 +0000 2018,"Bright, bold and richly flavored, these aren't your typical fish cakes https://t.co/xZQDqFg0mk https://t.co/eowfvU22Ts"
62,0.5719,0.0,0.73,0.27,Wed Mar 28 04:18:40 +0000 2018,Canada teen wins $1000 a week for life on 18th birthday https://t.co/NeTuIPmXby,-0.5563,0.166,0.834,0.0,Wed Mar 28 17:45:01 +0000 2018,"An 8-year-old boy with a very sick father penned a letter to President Trump just before Christmas, asking for help… https://t.co/4ZoliegaQL",0.891,0.0,0.654,0.346,Wed Mar 28 22:49:31 +0000 2018,Nobel Peace Prize winner Malala Yousafzai is back in Pakistan for the first time since she was shot in the face and… https://t.co/O6HJRNK5ml,0.25,0.11,0.734,0.156,Wed Mar 28 23:25:22 +0000 2018,".@LibertyU shows off its new multimillion-dollar gun range. Liberty, which already allows students to have guns in… https://t.co/FoSrzLgrgp",-0.6369,0.257,0.743,0.0,Wed Mar 28 15:50:05 +0000 2018,"Jared Kushner and Jeff Sessions are clashing over federal prison policy, confusing lawmakers and leaving prisoners… https://t.co/EEiWlO4VuI"
63,-0.7783,0.527,0.473,0.0,Wed Mar 28 04:18:40 +0000 2018,Alton Sterling: No charges in 2016 fatal police shooting https://t.co/ahSn5LVRLc,0.0,0.0,1.0,0.0,Wed Mar 28 17:20:01 +0000 2018,An immigration detainee about to be deported to Senegal escaped custody at New York's JFK Airport and fled in a tax… https://t.co/UOISJJnowm,0.0,0.0,1.0,0.0,Wed Mar 28 22:46:23 +0000 2018,Maserati unveiled a 590 horsepower high performance version of its Levante crossover SUV at the New York Auto Show… https://t.co/y7jpECCr2J,-0.7184,0.353,0.647,0.0,Wed Mar 28 23:22:08 +0000 2018,Al Qaeda leader killed by drone strike in Libya identified by Pentagon https://t.co/LGrWmbwVP3,0.0,0.0,1.0,0.0,Wed Mar 28 15:39:09 +0000 2018,RT @NYTNational: Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid online. Wi…
64,0.0,0.0,1.0,0.0,Wed Mar 28 04:05:47 +0000 2018,N Korea's Kim Jong-un visits China's Xi https://t.co/SEc2LT35DA,0.128,0.096,0.786,0.118,Wed Mar 28 17:01:01 +0000 2018,"Police in Florida are looking for a missing dad who owes $500,000 in child support last seen paddleboarding in ocea… https://t.co/aNL2mJsWS9",0.128,0.0,0.919,0.081,Wed Mar 28 22:36:50 +0000 2018,"Exclusive: In depositions, the Karolyis say they knew nothing of former USA Gymnastics doctor Larry Nassar's abuse… https://t.co/6gOzBZ6j4g",-0.3612,0.152,0.848,0.0,Wed Mar 28 23:15:41 +0000 2018,".@CharlesHurt: “Without a doubt, I don’t think anybody can question [Rear Adm. Ronny Jackson’s] qualifications, and… https://t.co/eH1Ns3Shv7",0.3278,0.0,0.827,0.173,Wed Mar 28 15:25:05 +0000 2018,Elements that make a podcast spark don’t always translate seamlessly to TV. But that's not stopping Hollywood from… https://t.co/D0wWi2XJQB
65,0.4019,0.0,0.881,0.119,Wed Mar 28 02:14:16 +0000 2018,"RT @BBCNewsAsia: Definitely not something you see every day. 🐘

A video of a 'smoking' wild elephant in India is baffling scientists and wi…",0.1779,0.223,0.495,0.283,Wed Mar 28 16:45:55 +0000 2018,"A boy with down syndrome who is a cancer survivor had his wish fulfilled when Pope Francis stopped his popemobile,… https://t.co/Eqg2DypLum",0.0,0.0,1.0,0.0,Wed Mar 28 22:19:46 +0000 2018,"Sen. Chris Coons: ""It is concerning to me that the President is increasingly seeming to manage his cabinet more lik… https://t.co/TCZaET9mBG",-0.25,0.143,0.857,0.0,Wed Mar 28 23:06:05 +0000 2018,"Charles Lane on @POTUS replacing Shulkin as VA secretary: ""It's a strange irony that these are the people that our… https://t.co/oj2CIlxQZG",-0.2023,0.231,0.769,0.0,Wed Mar 28 15:10:04 +0000 2018,The highs and lows of testosterone https://t.co/KL5JNKPwDy
66,-0.4019,0.109,0.891,0.0,Wed Mar 28 01:44:28 +0000 2018,"RT @BBCNewsAsia: Vietnamese singer and activist Mai Khoi has been detained in Hanoi on her return home from a European tour.

She was held…",-0.6705,0.191,0.809,0.0,Wed Mar 28 16:31:29 +0000 2018,"The brother of Stephon Clark, who was killed earlier this month by police in Sacramento, disrupted a forum to discu… https://t.co/Yr9qowVqJx",-0.7003,0.279,0.721,0.0,Wed Mar 28 22:15:11 +0000 2018,"Rep. Steve King's remark about outspoken Parkland student Emma Gonzalez ""betrays a lack of understanding about the… https://t.co/GZB7Hy487F",0.0,0.0,1.0,0.0,Wed Mar 28 22:51:12 +0000 2018,".@ByronYork on replacing Shulkin as VA secretary: ""It simply didn't work out and [helping veterans] really was one… https://t.co/gZfruPSh9N",0.0,0.0,1.0,0.0,Wed Mar 28 15:00:03 +0000 2018,RT @NYTFashion: Saudi Arabia will host its first ever fashion week next month (after a two week delay). Here's what to expect: https://t.co…
67,0.0,0.0,1.0,0.0,Wed Mar 28 01:34:04 +0000 2018,Letter from Africa: Will age be a factor in Zimbabwe's poll? https://t.co/4UunbFffbZ,-0.6705,0.273,0.727,0.0,Wed Mar 28 16:15:01 +0000 2018,5 killed after car plunges off cliff along California's Pacific Coast Highway: https://t.co/QWhFTi3CyA https://t.co/UO7oL3stVM,0.34,0.0,0.87,0.13,Wed Mar 28 22:09:38 +0000 2018,"Susan Rice, a former UN ambassador and national security adviser under President Barack Obama, has joined Netflix's… https://t.co/oXEfylqYkT",0.0,0.0,1.0,0.0,Wed Mar 28 22:44:16 +0000 2018,"Former Trump administration officials, from Comey to Shulkin https://t.co/qU3TvgVoW4 https://t.co/70SSvYShgs",0.4404,0.0,0.828,0.172,Wed Mar 28 14:45:05 +0000 2018,Will taxpayers have to bail out the Pro Football Hall of Fame in Ohio? https://t.co/2BbZW0Mih5
68,-0.0772,0.178,0.822,0.0,Wed Mar 28 01:34:04 +0000 2018,The world's toughest place to study? https://t.co/JdkkQo8XtQ,-0.1027,0.097,0.903,0.0,Wed Mar 28 16:01:01 +0000 2018,Facebook says it'll pay you to report third-party apps that misuse data: https://t.co/Khudn2TU3e https://t.co/AcyYWz0wyV,-0.296,0.115,0.885,0.0,Wed Mar 28 22:07:26 +0000 2018,"White House press secretary Sarah Sanders refused to answer whether President Donald Trump was aware of a $130,000… https://t.co/bJ2feNKSpL",0.0,0.0,1.0,0.0,Wed Mar 28 22:34:10 +0000 2018,"On ""Your World"" with @TeamCavuto, Joe Piscopo discussed the #Roseanne reboot and the main character,… https://t.co/x5TPpZ6kWh",0.0,0.0,1.0,0.0,Wed Mar 28 14:30:12 +0000 2018,Atlanta’s city government has been hobbled by a cyberattack and is doing some business with ink and paper. Security… https://t.co/JEbTiuZ7zw
69,0.0,0.0,1.0,0.0,Wed Mar 28 00:41:30 +0000 2018,Can the ad industry persuade us to eat more vegetables? https://t.co/Jtss2hwwHd,0.0,0.0,1.0,0.0,Wed Mar 28 15:45:01 +0000 2018,"Sen. John McCain ""holds nothing back"" in his new memoir that will be released in May, his publisher says:… https://t.co/sAUDYDKGE8",0.0,0.0,1.0,0.0,Wed Mar 28 22:04:14 +0000 2018,"Sources describe four yet-to-be-released videos recorded the night of the shooting of Alton Sterling as ""very graph… https://t.co/gpokg872eO",0.0,0.134,0.732,0.134,Wed Mar 28 22:26:08 +0000 2018,"NASDAQ closes lower as @amazon, @tesla shares fall. @DeirdreBolton has the story. #SpecialReport… https://t.co/HUYxodz5ue",-0.9231,0.451,0.549,0.0,Wed Mar 28 14:15:06 +0000 2018,The officer was killed after he voluntarily exchanged himself for a female hostage during a terrorist attack in Fra… https://t.co/qyzVCzdROk
70,0.2732,0.0,0.792,0.208,Wed Mar 28 00:33:33 +0000 2018,5 pop songs you didn't know were about God https://t.co/lL4RlGDqWc,0.1531,0.0,0.904,0.096,Wed Mar 28 15:30:02 +0000 2018,"Americans have grown increasingly polarized in their views on global warming, according to a new poll… https://t.co/TJQJhtVCSQ",0.0,0.0,1.0,0.0,Wed Mar 28 21:53:22 +0000 2018,"President Donald Trump says Veterans Affairs Secretary David Shulkin is out, and that Shulkin will be replaced with… https://t.co/v03PKc6WVZ",0.0,0.0,1.0,0.0,Wed Mar 28 22:21:43 +0000 2018,"Documents suggest possible coordination between CIA, FBI, Obama WH and Dem officials early in Trump-Russia probe: i… https://t.co/gwVHgDWYSe",0.0,0.0,1.0,0.0,Wed Mar 28 14:00:12 +0000 2018,How the Chinese and North Korean news media portrayed the meeting between Xi Jinping and Kim Jong-un https://t.co/GfQOFPqIf0
71,0.4404,0.0,0.804,0.196,Wed Mar 28 00:16:30 +0000 2018,Kim Jong-un's Beijing visit is considered a significant step in North Korea's preparation for talks agreed in princ… https://t.co/eD7Xv8h709,-0.4404,0.172,0.828,0.0,Wed Mar 28 15:15:01 +0000 2018,"Actor Corey Feldman claims he was stabbed in Los Angeles, authorities say; police investigating:… https://t.co/P8k3mfV67u",0.8286,0.0,0.711,0.289,Wed Mar 28 21:49:47 +0000 2018,"President Trump thanked Shulkin via Twitter for his ""service to our country and to our GREAT VETERANS"" and said Rob… https://t.co/9FvpdZJr2f",0.4019,0.0,0.803,0.197,Wed Mar 28 22:14:42 +0000 2018,.@DonaldJTrumpJr tweets his support for 'Roseanne' while skewering late night hosts https://t.co/nlwFyAYm46,0.0,0.0,1.0,0.0,Wed Mar 28 13:45:07 +0000 2018,"""I think it is completely reasonable to say that there could have been a different outcome of the referendum had th… https://t.co/8fhRZ13NjF"
72,0.5859,0.0,0.817,0.183,Wed Mar 28 00:04:15 +0000 2018,"@BBCBreaking North Korea's leader Kim Jong-un has visited Beijing and held ""successful talks"" with Chinese leader X… https://t.co/bvNkLb8m89",0.4939,0.0,0.849,0.151,Wed Mar 28 14:55:39 +0000 2018,"Stormy Daniels' attorney Michael Avenatti is confident in his motion to depose President Trump, saying it relies on… https://t.co/kEq5bGOgxE",0.0,0.0,1.0,0.0,Wed Mar 28 21:44:46 +0000 2018,"BREAKING: President Donald Trump says Veterans Affairs Secretary David Shulkin is out, and that he'll be replaced w… https://t.co/GOXcsz3wzn",0.0,0.0,1.0,0.0,Wed Mar 28 22:10:07 +0000 2018,.@POTUS to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary in latest White House shuffl… https://t.co/SsyE24xZwa,0.8625,0.0,0.593,0.407,Wed Mar 28 13:30:07 +0000 2018,"""It's like a beauty pageant. The fish cannot be fat. It must look strong and have personality."" https://t.co/QY2HdEdUQH"
73,0.0,0.0,1.0,0.0,Tue Mar 27 23:50:38 +0000 2018,China confirms Kim Jong-un visit https://t.co/eRxfJKgLZc,0.4767,0.0,0.846,0.154,Wed Mar 28 14:35:01 +0000 2018,"Paul Manafort and Rick Gates worked with Russian intelligence agent during the campaign, according to documents fil… https://t.co/9yFcr8CVoQ",0.0,0.0,1.0,0.0,Wed Mar 28 21:37:46 +0000 2018,UK detectives say they believe the former Russian double agent Sergei Skripal and his daughter first encountered a… https://t.co/ICwOpi9mPc,0.4466,0.0,0.853,0.147,Wed Mar 28 22:08:13 +0000 2018,WARRIORS HELPING WARRIORS: @paws4prplhearts is bringing veterans and dogs together to not only get the dogs trained… https://t.co/ExsSRY1g4t,-0.4404,0.243,0.638,0.119,Wed Mar 28 13:14:07 +0000 2018,The Motion Picture Academy concluded that an allegation of sexual harassment against its president had no merit https://t.co/DhiZeF7tHZ
74,-0.7841,0.463,0.537,0.0,Tue Mar 27 23:50:38 +0000 2018,Fired Vancouver waiter case: Are the French really rude? https://t.co/ETb72MasiY,0.0,0.0,1.0,0.0,Wed Mar 28 14:15:01 +0000 2018,"Two airline pilots traveling over Arizona claim they were passed by a UFO while flying at over 30,000 feet in the a… https://t.co/fkJioSzsY4",-0.6249,0.212,0.788,0.0,Wed Mar 28 21:26:53 +0000 2018,"Former Vice President Joe Biden regrets saying that if he were in high school, he would fight President Trump over… https://t.co/l4oVqppV40",0.0,0.0,1.0,0.0,Wed Mar 28 22:00:35 +0000 2018,Who is David Shulkin? 3 things to know about Trump's former secretary of Veterans Affairs https://t.co/a2A06xE4Xf,0.0,0.0,1.0,0.0,Wed Mar 28 13:00:17 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/yLdObb0e0R https://t.co/NbpPRQafVf
75,0.5095,0.0,0.798,0.202,Tue Mar 27 21:37:00 +0000 2018,RT @BBCDanielS: BBC Exclusive interview with Sergei Skripal’s niece: “I would really like to know how they are” https://t.co/UQHT7fZv2y,-0.34,0.098,0.902,0.0,Wed Mar 28 14:00:25 +0000 2018,"This car accidentally ended up in a swimming pool when a mom who thought she put it in park got out, leaving her hu… https://t.co/HblpcrosDd",0.0,0.0,1.0,0.0,Wed Mar 28 21:23:39 +0000 2018,"RT @CNNnewsroom: ""There's this power of nostalgia in this family...but they were also the quintessential working class, white, exurban fami…",0.0,0.0,1.0,0.0,Wed Mar 28 21:56:32 +0000 2018,.@kimguilfoyle: “I think this is an example of @POTUS…winning.” #TheFive https://t.co/UkisT39CJh,0.4215,0.094,0.703,0.203,Wed Mar 28 12:44:03 +0000 2018,RT @MattAndersonNYT: The Russian director Kirill Serebrennikov is still under house arrest in Moscow. A festival of his plays and films at…
76,0.0,0.0,1.0,0.0,Tue Mar 27 21:20:33 +0000 2018,"This 'smoking' elephant in India is baffling experts

https://t.co/4oBCX8OR7q https://t.co/5nVKiPNUZF",0.0,0.0,1.0,0.0,Wed Mar 28 13:45:01 +0000 2018,"Stormy Daniels, who claims she had a sexual encounter with President Trump, will make an appearance at a D.C. strip… https://t.co/X6anFUTgvB",0.0,0.0,1.0,0.0,Wed Mar 28 21:20:38 +0000 2018,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/HLBbE15VgU",0.0,0.0,1.0,0.0,Wed Mar 28 21:48:40 +0000 2018,.@greggutfeld: 'Roseanne' Reboot Replaced 'Demonization with Dialogue' https://t.co/IZiHF0NsFI,-0.5423,0.163,0.837,0.0,Wed Mar 28 12:30:03 +0000 2018,The Academy of Motion Picture Arts and Sciences concluded that an allegation of sexual harassment against its presi… https://t.co/9h1ugEvuBz
77,-0.2516,0.229,0.603,0.168,Tue Mar 27 20:14:24 +0000 2018,Spy poisoning: 'I would really like to know how they are' https://t.co/6hK6i3Co1S,0.0,0.0,1.0,0.0,Wed Mar 28 13:30:30 +0000 2018,A former Disney Channel star now has a job in the White House. https://t.co/Xfmq1Hvj0d,0.3612,0.0,0.884,0.116,Wed Mar 28 21:11:01 +0000 2018,TESS the planet hunter is getting ready to launch next month. The Transiting Exoplanet Survey Satellite is NASA's n… https://t.co/IjwXc4IsiY,0.0,0.0,1.0,0.0,Wed Mar 28 21:41:27 +0000 2018,BREAKING: #Trump to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary… https://t.co/Zpv9UbPnB1,0.34,0.0,0.882,0.118,Wed Mar 28 12:15:05 +0000 2018,Facebook said it will roll out a centralized system for its users to control their privacy and security settings https://t.co/DxHZ5eNRDa
78,0.0,0.0,1.0,0.0,Tue Mar 27 19:19:12 +0000 2018,Brazilian sports reporters tackle on-air groping https://t.co/MOxFd4yreE,-0.5994,0.17,0.83,0.0,Wed Mar 28 13:15:01 +0000 2018,"Frontman of Eagles of Death Metal calls out survivors of the Florida school massacre, using his experience as a sho… https://t.co/a3kCTmFOyt",0.4767,0.0,0.837,0.163,Wed Mar 28 21:02:45 +0000 2018,"Sen. Kennedy on what he'd ask Zuckerberg: ""Is it a fair bargain for me to give up all my personal data to Facebook,… https://t.co/yxDzoJoacU",0.4939,0.0,0.738,0.262,Wed Mar 28 21:27:07 +0000 2018,"Surgeons amazed after removing over 2,000 gallstones from woman https://t.co/YEuOWzC7N5",-0.0397,0.116,0.774,0.109,Wed Mar 28 12:05:06 +0000 2018,"Trevor Noah is not impressed by John Bolton, President Trump's new pick for national security adviser. Our late-nig… https://t.co/pwzaU3scX5"
79,0.6705,0.13,0.538,0.332,Tue Mar 27 18:14:45 +0000 2018,"RT @BBCNews: Owl ring-bearer attacks best man at wedding... prompting hoots of laughter 🦉

https://t.co/DjhjEdoYhy https://t.co/2x3bedxedn",0.5994,0.0,0.776,0.224,Wed Mar 28 13:00:02 +0000 2018,"President Trump says there is a ""good chance"" North Korean leader Kim Jong Un will do ""what is right""… https://t.co/vdVMKZlAVe",0.0,0.0,1.0,0.0,Wed Mar 28 20:48:51 +0000 2018,"If you were running for President, would you have your deputy campaign manager speak to a former Russian intelligen… https://t.co/DjjDdZY1fC",0.0,0.0,1.0,0.0,Wed Mar 28 21:12:19 +0000 2018,Judge rules suit against #Trump over foreign gifts can move forward https://t.co/kqi3Awd4i7,0.0,0.0,1.0,0.0,Wed Mar 28 11:44:02 +0000 2018,Atlanta's municipal government has been brought to its knees by one of the most sustained and consequential cyberat… https://t.co/DG6umSDQL5
80,-0.25,0.222,0.778,0.0,Tue Mar 27 18:13:18 +0000 2018,Nearly a million watch cat stuck up pole https://t.co/aw9PbAliF3,0.25,0.0,0.9,0.1,Wed Mar 28 12:45:06 +0000 2018,Jewelry designer Kendra Scott believes she's living the American dream. She is a college dropout who became an entr… https://t.co/gISgvU7a4Y,0.3182,0.132,0.638,0.23,Wed Mar 28 20:35:03 +0000 2018,"A generation ago, Republicans focused on reforming the nation's safety net by requiring poor mothers to work. Now,… https://t.co/vaMFi5ajZD",-0.0516,0.117,0.777,0.107,Wed Mar 28 21:03:39 +0000 2018,Combat Vet on Calls for 2nd Amendment Repeal: 'Our Rights and Freedoms Are Not Up for Debate' https://t.co/MwTbOAnoVt,0.0,0.0,1.0,0.0,Wed Mar 28 11:31:08 +0000 2018,"The National Civil Rights Museum in Memphis is a monument to a movement, and to the Rev. Dr. Martin Luther King Jr. https://t.co/b9MJfvYXiF"
